Date,AAPL,BAX,CPB,ESS,FANG,HPE,LEG,MXIM,PNC,ZTS
20180321,43.9127,69.64,42.24,248.33,130.24,19.3,45.77,63.86,160.86,85.5
20180322,42.9018,67.13,42.5,239.5,132.95,19.03,45.3,60.52,159.74,83.14
20180323,42.234,65.13,43.67,237.49,132.66,17.76,43.38,61.55,148.8,82.1
20180326,44.6109,66.81,44.26,237.07,139.26,18.35,44.99,63,155.56,85.14
20180327,43.607,66.6,44.05,244.86,134.29,17.79,44.28,61.98,149.43,83.48
20180328,43.37,66.08,44.83,246.68,128.5,18.11,45.3,61.8,152.56,82
20180329,42.32,65.95,43.35,250.8,129.3,18.1,45.69,61.79,151.76,83.73
20180402,42.51,63.67,42.39,243,122.56,17.75,44.6,59.73,150.15,81.96
20180403,44.0893,64.66,43.86,249.6,126.24,17.98,45.69,61.7,155.7,85.28
20180404,44.7089,66.05,43.56,250.53,125.01,17.72,45.95,60.7,153.8,83.2
20180405,43.9,67.85,44.55,246.1,129.69,17.6,45.11,58.54,157.77,87.13
20180406,44.04,66.44,43.97,245.27,116.77,17.2,44.54,59.61,153.76,81.71
20180409,42.687,66.13,44.03,248.53,114.31,17,45.11,58.83,150.9,83.01
20180410,45.4564,69.1,43.39,248.34,120.06,17.59,46.53,59.96,151.66,86.33
20180411,44.28,67.02,44.25,251.45,119.16,17.28,46.53,60.55,154.4,86.45
20180412,43.914,67.28,43.47,246.01,118.49,18.07,46.22,61.5,158.63,84.34
20180413,44.3149,68.39,44.17,251.92,121.8,18.2,44.5,59.99,151.24,87.44
20180416,45.103,66.58,43.43,249.76,122.08,18.29,45.54,58.7,150.46,85
20180417,46.24,68.87,43.08,255.84,126.6,18.44,45.39,59.59,147.13,89.47
20180418,46.36,67.34,43.57,252.35,130.9,17.68,46.18,59.36,145.15,86.91
20180419,43.3,67.61,43.2,244.07,130.33,18.27,45.53,56.99,145.82,88.25
20180420,42.61,67.43,41.28,251.16,132.4,17.71,43.2,56.6,151.24,86.4
20180423,43.05,68.68,41.41,244.3,129.66,17.59,44.48,54.9,150.71,85.4
20180424,41.817,67.9,41.25,244.28,131.71,17.77,43.71,54.16,150.54,87.28
20180425,42.1807,69.63,42.04,237.47,126.24,17.49,43.27,56.1,149.4,85.14
20180426,42.355,71.74,41.95,247.21,128.94,18.06,43.47,56.88,150.45,84.73
20180427,41.42,71.41,42.86,246.03,127.77,18,41.27,55.88,151.92,87.85
20180430,41.336,70.7,42.34,240.06,129.41,17.37,42.08,55.1,151.74,86.31
20180501,42.676,73.65,41.4,241.86,133.5,17.24,40.55,56.01,147.61,84.9
20180502,45.106,70.82,40.48,240.7,132.74,17.88,42.69,56.08,147.67,81.9
20180503,45.5705,70.61,42.2,244.52,126.82,17.6,42.02,57.82,148.31,82.32
20180504,46.9704,72.75,42.42,251.3,129.5,17.6,41.46,59,147.6,81.71
20180507,46.95,71.63,42.8,251.45,130.91,17.7,42.47,58.93,150,86.05
20180508,47.3859,70.48,42.7,253.32,138.14,17.98,42.47,58.17,149.22,84
20180509,48.67,69.35,42.64,251.2,138.26,17.6,41.9,58.3,153.75,85.88
20180510,48.91,71.3,41.79,246.82,135.83,18.03,42.01,58.94,155.28,87.38
20180511,49.2949,71.05,41.38,253.3,129.55,18.48,43.67,60.1,155.31,86.25
20180514,49.0261,73.1,41.75,246.23,128.8,18.18,43.16,59.42,152.25,86.39
20180515,48.7,72.58,40.19,240.89,129.91,17.7,42.58,60.31,157.2,84.7
20180516,47.065,73.12,39.97,236.17,133.17,18.1,42.21,59.55,153.39,86.43
20180517,48.705,71.21,39.89,228.6,142.74,18.45,43.02,59.4,151.55,84.08
20180518,48.1945,70.6,35.79,233.69,136.52,17.83,44.18,59.08,153.88,85.7
20180521,47.5221,72.7,34.91,233.05,139.98,18.13,43.3,60.19,149.89,88.46
20180522,47.02,73.97,34.73,234.76,134.88,18.25,43.75,58.95,152.64,85.09
20180523,48.22,75.5,35.64,246.53,134.26,16.1,42.3,60.9,153.62,86.83
20180524,47.2708,72.75,34.85,243.82,130.08,16.13,42.3,61.35,152.1,86.88
20180525,47.841,75.11,36,243.5,124.04,15.81,42.35,59.95,150.89,86.75
20180529,48.177,71.99,35.56,242.6,123,15.96,41.65,61.38,142.64,87.13
20180530,49.151,72.79,34.62,246.7,125.3,15.82,43.83,60.4,149.03,87.14
20180531,47.6185,72.32,34.64,246.36,123.19,15.86,42.4,60.57,149.42,85.2
20180601,49.67,74.5,33.59,245.3,117,16.27,42.88,62.47,146.43,87.47
20180604,50.0633,77.4,34.93,245.69,113.2,15.58,42.34,63.38,150.66,85.96
20180605,48.4964,74.67,34.19,246.95,115.02,16.13,43.84,61.71,151.76,86.31
20180606,48.683,78.34,34.84,253.61,113.08,16.13,43.49,61.44,151.73,86.95
20180607,48.737,77.6,33.65,245.04,119.46,16.45,44.02,61.56,153.83,86.83
20180608,49.745,76.24,34.45,242.88,119,16.4,43.7,62.13,151.99,89.65
20180611,48.1908,77.03,36.3,240.97,115.9,16.65,46.5,61.74,148.73,88.25
20180612,48.32,78.46,35.41,244.57,120.12,16.34,44.86,62.1,149.58,88.36
20180613,48.731,77.5,36.9,240.36,123.97,16.07,46.13,62.34,152.4,91.57
20180614,48.9,77.96,38.04,245.39,118.4,16.28,46.2,63.66,145,88.69
20180615,48.16,75.27,38.4,240.92,119.6,15.96,44.93,62.69,145,93
20180618,48.669,76.8,37.56,234.11,124.02,16.6,45.93,63.32,143.8,92.54
20180619,47.6756,75.61,37.26,240.75,131.48,16.3,44.94,62.29,145.08,87.28
20180620,47.824,76.75,38.3,235.59,132.71,15.63,45.6,63.3,147.22,91
20180621,46.761,74.75,38.57,245.47,124.89,15.76,44.79,61.77,143.25,87.5
20180622,47.11,77.95,40.1,246.06,131.75,15.52,45.04,63.38,140.29,89.63
20180625,46.4244,74.61,42.87,238.04,127.4,15.49,45.1,60.71,143.77,88.8
20180626,47.4327,74.38,42.15,240.83,130.94,15.43,46.06,62.35,141.71,85.68
20180627,46.31,74.29,41.66,244.39,131.15,15.15,44.4,58.84,141,84.75
20180628,47.006,74.1,42.64,244.46,133.95,14.95,44.83,60.56,141.73,86.78
20180629,47.7595,77.09,41.05,243.63,135,14.66,46.4,59.65,139.6,86.17
20180702,47.697,74.51,40.83,246.24,129.9,14.8,45.87,61.74,136.22,88.79
20180703,47.83,76.3,42.95,241.3,130.13,15,46.26,57.91,137.59,87.19
20180705,46.88,77.5,41.55,246.1,135,15.43,45.26,62.82,139.6,88.49
20180706,47.8097,75.84,43.45,246.28,140.5,15.02,47.1,61.53,140,89.53
20180709,49.433,78.24,42.37,245.23,139.047,15.57,46.9,60.79,140.45,90.19
20180710,48.2236,76.09,42.42,241.25,137.76,15.7,45.8,63.34,142.51,88.5
20180711,49.31,77.73,44.3,246.94,133.24,15.6,46.59,60.7,139.38,88.4
20180712,48.4373,74.91,42.8,251.59,131.17,15.91,47.26,63.34,141.3,86.74
20180713,49.3322,76.68,42.93,247.14,134.16,16.15,46.33,62.42,138.67,90.38
20180716,50.0699,75.6,42.03,241.62,134.68,16.01,45.72,62.91,143.87,87.09
20180717,50.2369,77.41,42.63,233.44,133.03,16,46.79,63.1,148.42,89.61
20180718,49,77.2,41.85,242.49,131.8,16.3,46.04,63.5,145.63,87.2
20180719,49.6,74.84,42.92,243.48,132.55,15.87,48.19,62.05,144.38,88.58
20180720,48.45,77,42.4,237.3,135.56,16.13,46.15,61.6,145.7,86.37
20180723,49.0049,76.97,41.11,241.13,134.46,15.71,45.74,62.81,144.96,85.88
20180724,50.03,75.7,40.93,231.71,136.02,15.9,45.55,60.16,150.28,86.2
20180725,49.529,77.73,40.48,235.18,140.31,15.78,44.96,59.4,146.52,88.57
20180726,48.9417,75.1,41.6,235.4,139.89,15.98,46,59.79,144.13,89.69
20180727,48.163,73.1,42.95,238.57,135.16,15.91,44.38,61.64,149.3,89.5
20180730,49.2878,71.46,42.56,236.4,138.65,15.74,44.94,61.31,150.41,84.87
20180731,48.3983,75.22,42.8,244.43,137.43,16.2,45.59,62.33,151.99,88.71
20180801,51.251,76.09,43.21,245.84,133.89,15.81,44.05,62.37,150.47,89.95
20180802,52.418,73.57,43.76,235.59,141.2,15.62,44.07,62.29,149.84,94.94
20180803,53.9184,73.43,43.64,249.78,133.6,16.57,44.03,64.3,148.96,92.94
20180806,53.0591,75.37,44.01,246.83,139.65,16.53,44.1,64.61,147.3,93.65
20180807,52.3778,73.06,43.28,247.99,136.28,16.78,44.45,65.46,148.31,94.37
20180808,54.3281,76.13,42.71,245.5,134.1,16.81,44.64,63.75,151.68,94.65
20180809,53.87,74.24,42.41,245.48,134.69,16.71,45.33,63.74,151.16,96.7
20180810,54.0049,72.6,43.08,244.92,135.7,16.24,43.56,64.15,146.43,95.5
20180813,53.473,72.49,41.56,247.12,133.33,16.22,44.3,62.88,144.89,95.21
20180814,53.6314,74.01,41.93,243.3,137.6,16.23,45.32,63.68,146.56,91.39
20180815,54.71,72.98,43.17,245.6,117.9,16.56,43.45,61.94,145.45,94.04
20180816,54.55,74.51,43.78,252.17,122.81,16.54,44.35,60.24,145.62,94.91
20180817,55.997,75.3,42.94,249.71,122.02,17.46,46.3,60.94,149.68,91.5
20180820,55.334,75.3,43.71,253,123.18,16.9,46.23,63.28,151.73,96.3
20180821,55.41,73.64,43.42,249.53,124.13,15.83,47.7,62.59,145.32,95.77
20180822,55.8107,73.17,43.2,243.4,128.31,15.96,48,61.9,146.89,92.3
20180823,55.7191,73.43,42.54,243.74,124,16.4,47.15,62.62,144.7,92.73
20180824,55.05,74.52,42.42,247.82,123.45,17,47.09,63.86,149.21,90.3
20180827,55.8,75.06,41.1,249.13,125.3,16.49,46.16,63.94,146.62,93.65
20180828,57.448,73.92,40.34,256.77,127,17.45,46.05,64.02,149.99,93.79
20180829,57.442,74.12,41.23,258.12,125.17,17.43,47.33,64.07,153.22,91.53
20180830,58.3514,75.4,40.77,248.59,127.2,17.36,46.56,61.2,149.01,94.03
20180831,59.0912,76.69,41.42,256.38,122.79,16.83,45.56,61.66,144.02,95
20180904,57.65,78.03,40.07,255.93,121.58,16.96,46.48,62.98,144.66,92.15
20180905,56.9805,76.24,41.75,251.46,121.13,17.2,47.69,62.18,150.74,89.44
20180906,58.302,76.74,40.18,248.08,118.52,16.78,47.04,62.92,146.2,92.59
20180907,55.726,78.31,42.07,254.86,114.79,16.78,46.32,60.29,143.28,93.77
20180910,56.8249,76.16,42.28,261.2,113.22,16.57,47.31,59.75,149.08,90.4
20180911,56.847,76.23,41.6,255.05,118.4,16.83,47.93,60.36,147.4,91.65
20180912,56.2746,79.49,41.87,254,125.15,17,48.25,59.36,145.74,89.95
20180913,58.1678,80.59,41.83,260.46,122.68,16.9,48.09,60.55,141.43,94.1
20180914,57.63,81.28,43.05,257,123.03,16.87,46.8,58.7,142,91.06
20180917,55.23,80.85,41.23,255.22,128.82,16.36,46.35,57.89,142.74,89.5
20180918,56.17,78.79,41.34,248.24,130.45,16.79,46.34,60.06,140.75,90.49
20180919,56.389,79.72,41.18,253.9,128.59,16.85,46.3,59.62,146.97,89.32
20180920,56.8275,81.19,41.87,257.29,131.6,17.7,47.34,60.48,148.06,93.13
20180921,54.544,80,42,257.79,132.93,17.63,46.93,59.84,145.2,93.66
20180924,55.8144,80.07,40.8,244.99,137.69,17.53,46.2,61.25,143.6,93.48
20180925,57.792,80.73,39.94,252.24,134.63,16.87,44.77,60.37,142.68,90.77
20180926,56.747,78.4,39.65,249.8,135.33,17.04,46.3,58.43,143.17,93.92
20180927,57.6317,76.9,38.57,242.35,134.62,16.97,44.63,59.16,142.96,94.9
20180928,56.901,77.12,38.19,249.73,141.6,16.53,43.85,58.23,138.02,92.47
20181001,58.789,78.4,36.38,254.2,142.7,16.98,45.23,57.07,139.3,93.2
20181002,60.06,80.3,37.6,247.72,139.6,17.06,43.6,58.69,137.86,91.91
20181003,59.9849,78.42,37.6,255.99,146.64,16.87,43.44,57.64,140.24,97.82
20181004,59.5646,76.52,38.22,248.25,138.93,17.25,43.83,57.14,146.12,95.27
20181005,56.8772,74.23,37.81,246.3,136.85,16.54,43.96,55.67,139.75,95.59
20181008,57.3712,76.3,39.48,255.62,136.55,15.9,42.5,53.92,142,94.43
20181009,57.5995,73.05,39.12,254.52,137.43,15.94,40.75,55.14,139.5,96.33
20181010,56.71,74.74,39.25,253.86,134.01,15.66,40.54,51.92,142.3,92.19
20181011,54.6971,73.18,37.6,240.36,126.15,15.17,39.19,52.75,132.76,89
20181012,55.8548,72.09,38.4,239.95,126.79,15.53,40.5,51.9,128.57,91.3
20181015,55.67,73.8,39.2,242.7,128.23,15.56,38.95,51.57,131.6,93.57
20181016,55.7888,75.31,39.3,247.27,134.33,16.15,39.87,55.34,129.72,91.93
20181017,57.2984,73.46,36.36,252.2,130.19,16.22,40.8,54.3,130.11,93.46
20181018,56.7,73.7,37.78,246.35,131.52,16.05,40.26,53.68,129.36,92.91
20181019,55.8447,71.59,38.48,254.85,128.5,15.65,40.16,51.64,130.03,95.08
20181022,56.7344,69.25,39.57,252.54,128.87,15.93,39.58,53.56,123.44,96.7
20181023,56.8658,70.92,38.35,251.98,122.43,16.1,39.39,51.79,124.5,94.81
20181024,54.3208,70.22,39.2,262.63,117.2,15.35,38.5,49,118.1,92.94
20181025,57.01,68.33,38.3,257.26,116.58,15.66,39.22,49.11,121.63,93.92
20181026,54.546,69.3,37.12,249.53,118.55,15.05,35.41,50.5,125.41,90.06
20181029,54.92,69.93,38.88,268.39,113.25,14.74,34.79,49.6,128.19,89.89
20181030,55.979,70.02,39.16,260.47,111.95,15.67,37.58,50.33,129.66,92.07
20181031,54.988,63.97,38.58,254.78,112.54,15.47,36.91,50.17,132.43,93.74
20181101,57.362,64.42,39.07,254.87,117.88,15.9,38.22,54.22,135.33,97.41
20181102,53.9,63.21,38.55,258.7,117.1,16,39.12,52.4,135.9,97.1
20181105,50.9012,64.9,38,253.62,121.59,16.41,38.8,53.25,131.89,95.37
20181106,51.9023,64.98,39.69,256.61,114.03,16.25,37.82,53.74,136.14,95.47
20181107,52.9288,64.2,39.37,264,118.39,17.05,39.3,52.91,133.75,97.55
20181108,53.7234,64.68,39.6,258.4,115.25,16.78,38.29,54.66,139.69,97
20181109,52.6492,66.21,40.07,258.4,115.46,16.32,38.45,53.18,134.31,99.37
20181112,50.3167,63.64,40.53,255.5,113.03,15.46,36.92,51.93,138.4,95.81
20181113,48.2443,63.31,41.05,255.34,110.12,15.47,37.81,51.62,140.59,97.47
20181114,48.6,65.02,39.72,263.3,110.96,15.39,39,51.91,135.26,94.66
20181115,48.2263,67.17,40.26,259.25,113.62,15.41,38.63,53.55,141.91,93.05
20181116,49.5331,66.7,40.48,264.06,117.1,15.9,39.7,53.77,136.99,93.36
20181119,48.535,67.9,38.78,258.1,118.03,14.94,38.99,53,138.6,90.4
20181120,45.068,65.11,42.56,259.86,114.17,14.86,38.18,53.14,138.54,90.41
20181121,45.236,68.07,40.09,264.61,111.97,14.8,38.54,55.01,136.94,89.82
20181123,45.0827,68.54,42.35,263.42,107.56,14.7,38.76,55.1,132.77,92.95
20181126,43.684,67.4,39.2,265.59,111.55,15.62,39.12,55.63,140.13,89.89
20181127,44.18,66.4,41.19,270.19,110.99,15.47,38.2,56.1,137.7,93.8
20181128,47.373,69.03,39.9,267.74,112.6,15.91,40.3,57.61,139.27,93.4
20181129,47.0789,68.25,40.03,268.63,113,15.14,39.84,55.64,136.5,95.08
20181130,45.422,69.78,41,270.38,115.29,15,39.94,56.53,140.68,94.73
20181203,47.886,70.9,39.45,275.87,117.67,16.2,42.11,59.55,142.3,97.62
20181204,45.7417,69.91,39.45,264.9,105.4,15.45,40,55.64,135.94,90.67
20181206,45.68,67.03,38.67,275.61,103.79,16.54,39.9,55.22,131.33,91.09
20181207,43.399,67.96,37.78,270.22,104.9,14.89,38.77,54,127.57,90.82
20181210,43.7,65.76,39.46,262.6,101.17,14.59,39.5,53.43,124.41,92.43
20181211,43.1415,69.36,40.45,267.68,104.44,15.14,38.24,54.92,126.8,92.1
20181212,42.629,68,39.89,265.06,100.42,15.32,39.33,56.6,125.71,94.58
20181213,43.0351,69.67,40.3,268.35,97.54,14.86,37.87,55.47,125.6,91.57
20181214,41.73,66,40.05,271.76,93.61,14.35,37.08,55.36,121.1,92.03
20181217,42.407,67.35,39.23,266.62,92.13,14.09,36.51,53.7,122.98,85.26
20181218,41.9219,66.93,40.33,264.28,91.59,13.89,37.18,54.59,122.4,85.77
20181219,41.2017,66.85,40.23,257.4,91.8,13.77,37.39,49.52,115.17,85.2
20181220,39.6002,65.37,38.7,257.43,90.06,12.71,37.4,48.96,116.35,84.84
20181221,39.1428,64.2,36.69,263.96,89.45,12.89,35.47,48.7,111.99,83.62
20181224,37.1013,64.18,34.54,248.53,88.13,12.87,34.42,48.22,112.63,82.58
20181226,39.644,65.67,34.35,255.7,92.15,12.99,36.47,51.22,119.35,85.5
20181227,40.1019,65.81,34,252.51,95.44,13.6,36.32,51.81,120.25,86.24
20181228,40.3403,67.55,34.44,246.91,94.96,13.43,36.22,51.26,118.78,87.5
20181231,41.328,66.35,33.66,252.69,95,13.69,35.92,52.53,120.99,88.82
20190102,40.37,65.4,33.5,242.3,96.69,13.9,37.07,53.16,124.01,86.27
20190103,35.6043,65.34,32.96,246,99.09,13.6,36.51,49.74,119.45,85.52
20190104,37.15,67.5,32.96,241.6,100.22,13.8,37.96,51.77,126.7,86.08
20190107,38.3709,69.07,34.58,240.96,102.8,14.37,38.23,52.95,125.01,88.51
20190108,39.4319,67.52,34.87,253.57,107.39,13.8,39.47,50.1,124.62,87.96
20190109,39.8442,69.64,34.65,245.88,108.39,14.11,39.7,52.3,123.35,87.01
20190110,38.74,70.33,34.93,252.33,110.91,14.37,38.75,52.98,124.94,89.2
20190111,39.5925,68.07,35.73,260.59,109.2,14.45,40.2,55.07,125.51,87.8
20190114,38.4,69.16,36.62,251.39,107.32,14.51,40.13,51.29,121.88,84.6
20190115,39.9221,67.96,37.02,262.1,110.01,14.93,39.13,53.46,124.77,88.23
20190116,39.515,69.03,35.54,263.03,109.68,14.72,40.2,53.4,125.42,83.31
20190117,40.35,69.32,36.09,270.92,107.74,14.69,40.69,52.77,127.14,85.33
20190118,39.207,73.03,36.21,269.02,107.67,15.27,40.44,54.48,130.23,87.2
20190122,38.482,71.29,36,270.23,105.77,14.7,40.6,52.87,126.26,84.85
20190123,39.22,70.23,36.98,268.6,102.41,14.82,40.58,53.14,129.75,86.64
20190124,38.834,70.32,36.07,264.1,106.02,14.85,39.64,57.17,128.78,85.07
20190125,39.73,72.05,35.15,263.62,104.86,15.4,40.72,57.97,128.99,86.05
20190128,39.116,70.96,35.25,274.65,102.6,15.8,41,58.1,127.64,86.81
20190129,39.9,71.87,34.52,276.12,104.35,15.56,40.69,55.76,125.93,87.77
20190130,43.1571,72.23,35.75,274.51,105.13,16.2,40.96,54.83,125.6,85.38
20190131,43.45,73.47,36.46,283.4,107.62,16.32,42.69,56.17,126.68,87.19
20190201,42,72.23,35.97,271.24,106.89,16.22,41.07,56.05,125.2,89.15
20190204,43.8985,73.41,35.99,280.95,109.19,16.55,42.42,55.2,127.36,89.68
20190205,44.288,75.37,36.15,278.15,103.92,16.05,45.1,55.21,125.41,91.09
20190206,44.51,72.75,34.26,277.45,103.1,16.75,44.91,56.59,125.99,87.9
20190207,42.954,73.18,34.7,287.65,98.78,16.45,45.2,56.88,126.67,86.61
20190208,44.0159,73.3,35.07,279.92,100.7,16.23,44.44,54.88,126.62,90.58
20190211,43.0697,73.1,35.08,281.76,98.92,16.34,45.17,54.92,122.33,87.97
20190212,43.5799,74.41,35.42,284.28,102.1,17,45.99,57.71,123.88,90.3
20190213,43.504,74.22,36.38,286.48,102.21,16.62,45.12,56.25,122.43,90.14
20190214,43.4,74.26,35.54,282.62,107.68,16.25,46.11,55.97,123.42,95.67
20190215,44.585,73.66,34.96,289.59,106,16.67,45.46,56.17,125.78,98.86
20190219,44.0042,74.35,35.23,283.83,104.9,16.35,47.2,56.25,126.34,96.11
20190220,43.4716,77.01,35.73,290.53,107.68,16.76,47.25,58.36,126.96,96.68
20190221,44.617,74.69,35.58,292.86,102.83,16.48,46.71,57.79,124.98,96.83
20190222,43.4015,75.59,33.06,288.63,106.34,16.92,47.86,58,128.03,95.35
20190225,45.058,77.11,33.15,288.83,109.22,17.39,46.67,57.23,127.31,94.42
20190226,43.8175,75.1,34.51,293.85,106.64,17.1,46.66,55.94,128.23,94.3
20190227,43.9731,78.18,36.89,291.33,110.52,16.8,46.31,56.53,131.75,94.2
20190228,44.324,76.28,36.32,284.88,107.51,16.87,46.24,55.11,128.98,94.84
20190301,45.3553,76.83,37.08,284.72,109.52,16.48,47.79,55.68,129.41,96.99
20190304,44.9721,77.15,36,290.7,108.32,16.91,46.17,56.63,129.28,98.46
20190305,45.3664,78.21,37.3,293.91,105.44,16.15,47.68,56.8,129.46,97.18
20190306,44.83,76.57,37.67,283.23,102.72,16.29,46.7,54.41,129.03,96.48
20190307,45.083,74.92,36.69,285.88,97.99,15.71,45.65,53.43,130.08,94.34
20190308,44.8408,74.35,36.12,284.6,100.2,15.8,45.87,54.47,131.5,92.87
20190311,45.427,77.31,36.6,289.07,98.84,16.09,44.95,54.52,132.89,95.15
20190312,46.0998,75.68,36.04,288.71,101,15.71,45.29,54.43,133.64,96.27
20190313,45.7242,76.43,35.58,298.14,106.05,16.02,45.12,53.78,133.7,101.56
20190314,48.0523,77.71,37.29,300.54,105.72,16.36,43.29,54.5,133,99.9
20190315,47.16,77.96,36.67,293.8,105.71,16.66,44,56.33,134.51,99.59
20190318,48.124,77.71,37.02,296.42,107.19,16.41,43.48,55.82,134.73,98.65
20190319,47.3405,79.23,37.7,285.83,107.6,16.53,43.3,56.93,133.74,100.95
20190320,48.98,78.91,36.86,297.08,105.34,16.65,43.89,56.09,127.22,98.9
20190321,48.9377,79.89,38.77,291.3,108.74,16.51,43.02,57.08,128.3,104.28
20190322,49.4469,77.97,39.57,299.4,105.2,15.63,42.01,55.77,120.52,101.2
20190325,48.937,80.89,38.98,294.41,101.61,15.21,42.76,55.48,121.83,99.5
20190326,48.7886,78.9,39.98,301.96,105.84,15.46,43.12,55.8,127.53,100.04
20190327,49.0115,82.03,39.64,295.93,104.9,15.44,43.5,54.7,124.45,101.82
20190328,48.02,80.92,39.9,290.79,107.43,15.91,43.06,54.5,123.37,101.97
20190329,48.2587,81.8,39.37,298.23,104.33,15.95,44.12,55.37,125.84,104.27
20190401,49.15,84.6,39.41,293.33,107.98,16.1,44.34,54.99,130.95,106.14
20190402,50.73,83.68,37.88,296.08,105.03,16.22,44.4,56.29,129.71,104.45
20190403,49.2389,84.75,38.56,294.54,104.32,16.64,43.1,59.56,132.85,102.53
20190404,51.2486,80.91,37.77,301.12,104.24,16.53,44.75,57.86,134.67,102.22
20190405,49.65,82.75,38.4,290.63,104.21,16.59,43.62,58.32,129.75,102.53
20190408,51.616,81.44,38.95,288.3,106.7,16.31,43.56,59.91,133.84,104.17
20190409,49.894,83.89,40.9,290.02,105.79,16.13,42.35,58.09,128.2,103.72
20190410,50.959,80.61,39.49,301.9,107.44,16.48,43.58,58.66,129.39,103.56
20190411,51.4395,83.8,39.69,304.06,100.05,16.53,44.55,59.02,130.82,102.08
20190412,51.4485,79.66,41.48,300.58,107.1,17.2,45.13,61,133.4,102.49
20190415,51.9147,83.57,41.31,295.5,106.58,16.63,44.9,59.5,134.39,105.07
20190416,50.8073,78.52,40.17,284.1,110.34,16.7,45.59,60.72,133.25,100.12
20190417,52.5197,77.58,40.08,284.49,112.53,16.95,43.71,62.17,137.35,101.99
20190418,52.388,76.98,40,290.13,112.35,17,45.2,62.67,135.76,101.52
20190422,52.6771,76.73,39.38,280.94,114.1,17.17,44.97,60.42,140.07,101.31
20190423,51.94,79.4,40.4,280.7,112.06,17.22,44.22,60.81,135.1,104.62
20190424,53.14,79.96,39,280.76,115.7,16.73,43.5,62.1,137.14,103.5
20190425,51.97,77.04,39.54,285.32,114.65,16.13,43.29,62.02,138.15,105.22
20190426,51.167,76.72,39.06,289.73,109.17,16.35,42.11,60.73,141.73,103.36
20190429,53.7066,75.78,38.63,291.16,108.2,16.44,42.39,61.08,138.59,104.89
20190430,51.0524,78.8,39.41,283.8,109.14,16.57,39.97,61,143.64,105.79
20190501,54.03,76.45,39.8,285.99,105.31,15.92,40.52,60.76,138.17,103.05
20190502,54.2711,76.3,38.26,287.06,99.74,15.81,40.49,62.67,136.61,103.68
20190503,54.3939,79.1,38.94,295.13,102.5,16.02,40.47,61.58,141.5,104.57
20190506,53.84,79.93,38.39,290.26,101.6,15.77,40.9,61.36,140.67,103.89
20190507,53.242,77,38.95,281.11,99.08,15.93,39.61,59.67,136.74,104.78
20190508,52.175,76.83,38.62,284.14,109.72,16.01,40.78,60,136.72,102.99
20190509,50.47,79,39.58,284.82,112.86,15.76,38.82,57.3,133.06,106.18
20190510,50.661,76.42,40.02,297.91,110.8,14.99,40.2,58.65,135.64,104.85
20190513,46.68,77.4,38.83,287.93,108.8,14.52,38.6,55.43,128.56,101.88
20190514,49.16,78.34,39.28,285.17,113.18,14.35,39.47,55.3,130.04,104.52
20190515,48.68,78.36,39.68,284.33,110.46,14.98,39.27,55.67,134.56,103.09
20190516,48.64,79.5,39.78,291.89,112.45,14.95,38.09,54.7,133.4,103.11
20190517,47.55,79.7,40.54,292.58,115.48,15.19,39.09,54.09,131.51,104.61
20190520,47.5415,77.49,39.94,290.17,113.11,15.31,38.3,53.59,135.13,106.57
20190521,48.26,79,39.87,290.71,115.1,15.27,38.79,55.48,135.89,104.41
20190522,46.777,79.07,38.24,292.01,110.16,14.99,38.75,54.59,135.08,107.93
20190523,46.986,77.68,38.29,295.08,104.58,14.48,37.78,54.04,134.3,105.29
20190524,45.1741,75.6,37.84,295.19,105.39,14.68,38.26,54.02,136.23,105
20190528,44.8067,75.44,38,302.92,107.15,14.73,36.8,53,130.04,102.54
20190529,44.355,76.7,36.34,294.28,106.14,14.34,38.37,54.3,134.9,103.37
20190530,45.458,74.6,36.1,292.3,100.91,14.28,37.22,55.47,130.61,106.2
20190531,44.9774,75.69,36.72,301.7,102.69,14.03,36.59,54.06,132.4,104.06
20190603,44.965,74.15,37.78,298.04,102.4,14.18,36.4,55.95,134.78,104.41
20190604,46.88,78.15,39.35,292.9,102.88,14.35,38.68,56.24,136.1,109.85
20190605,45.71,80.56,42.61,303.4,99.97,14.12,38.7,57.92,137.85,109.1
20190606,48.302,79.11,43.73,307.2,100.17,14.28,38.92,58.14,136.15,112.76
20190607,49.374,79.4,44.19,301.8,101.79,14.15,38.28,58.32,134.01,113.66
20190610,50.46,78.92,43.93,301.84,100.8,14.57,38.9,58.88,135.37,112.52
20190611,50.9825,80.77,43.72,304.26,102.54,14.77,37.87,58.79,137.16,112.01
20190612,49.0028,79.37,43.85,312.43,99.86,14.26,38.4,59.46,137,116
20190613,50.2157,79.1,43.16,309.01,102.93,14.73,39.26,60.4,139.68,111.53
20190614,48.968,78.88,43.4,301.33,103.17,14.77,39.21,58.06,140.22,116.06
20190617,48.9511,79.11,42.69,304.72,104.96,14.3,37.83,57.21,132.62,113.42
20190618,50.2718,80.97,42.41,310.25,106.72,14.67,39.67,60.46,138.68,115.49
20190619,49.6517,84.55,42.25,305.07,107.23,14.86,38.3,59.58,133.83,118.94
20190620,51.024,85.22,41.32,317.09,111.615,15,39.28,61.24,133.6,116.58
20190621,51.238,85.5,40.89,314.13,114.72,15.46,39.7,60.13,135.66,114.36
20190624,51.508,85.75,42.2,306,112.66,15.09,37.85,59.3,138.47,116.07
