Date,AAPL,BAX,CPB,ESS,FANG,HPE,LEG,MXIM,PNC,ZTS
20061229,3.03,25.4743,39.92,134.28,,,24.8,31.09,75.11,
20070103,3.042,26.3539,40.1,132.84,,,23.94,31.73,75.57,
20070104,3.0606,26.2437,39.04,132.79,,,24.14,32.65,77.02,
20070105,3.113,25.6765,39.35,131.13,,,24.19,32.45,75.6,
20070108,3.0829,26.4756,38.5,127.2,,,23.96,32.97,77.78,
20070109,3.4669,25.2428,38.63,132.66,,,24.57,33.6,77.03,
20070110,3.5723,26.5805,38.53,135.62,,,24.03,34.22,76.1,
20070111,3.5428,25.7952,39,134.85,,,24.19,33.51,77.28,
20070112,3.4488,26.9158,39.17,138.54,,,23.87,33.99,78.22,
20070116,3.5057,26.3128,36.8,142.13,,,23.91,33.19,78.03,
20070117,3.4657,26.7756,36,142.02,,,23.93,33.48,74.7,
20070118,3.2846,27.9597,39,142.7,,,24.25,32.35,76.7,
20070119,3.2081,27.4707,36.9,138.28,,,24.65,32.9,76.68,
20070122,3.2125,27.1497,36.6,141.96,,,24.35,31.74,76.06,
20070123,3.0774,27.321,37.2,141.67,,,25.22,32.42,74.19,
20070124,3.2223,27.3323,36.8,139.7,,,25.16,31.81,74.3,
20070125,3.1493,27.0186,36.6,144.3,,,24.24,32.7,76.21,
20070126,3.088,27.3997,36.7,145.12,,,24.5,31.8,76.1,
20070129,3.171,26.6971,35.7,146,,,24.02,32.26,75,
20070130,3.1415,27.2129,36,149.75,,,24.09,31.74,74.65,
20070131,3.0897,27.907,37.1,145.31,,,24.83,31.6,76.89,
20070201,3.0978,27.515,36,146.91,,,24.8,33,76.33,
20070202,3.1168,27.1303,35.7,147.06,,,25.14,33.1,77.06,
20070205,3.1044,27.358,35.9,150.21,,,25.05,33.68,74.53,
20070206,3.0614,27.8984,36.3,146.12,,,25.4,32.1,76.71,
20070207,3.1738,27.892,35.8,149.64,,,24.8,32.04,76.78,
20070208,3.1905,27.5488,36.5,146.5,,,25.04,31.74,74.6,
20070209,3.1211,27.9996,35.9,147,,,24.34,31.28,75.66,
20070212,3.0768,28.2532,37.2,146.4,,,24.5,30.68,77.46,
20070213,3.0585,27.5926,36.6,146.85,,,25.22,31.44,79.25,
20070214,3.0599,27.62,36.6,144,,,24.44,31.98,77.3,
20070215,3.0899,28.734,36.7,151.59,,,24.76,31,76.47,
20070216,3.1749,28.2334,37,148.29,,,24.82,32.34,76.16,
20070220,3.1586,27.5751,37.2,148.9,,,25.24,31.89,76.42,
20070221,3.189,27.6827,36.9,151.23,,,24.41,31.81,78.12,
20070222,3.2011,27.3644,36.9,147.7,,,24.45,34.42,78.2,
20070223,3.2886,27.2639,43.9,143.04,,,24.62,33.6,76.3,
20070226,3.2579,27.2969,36.4,143,,,24.94,33.41,77.13,
20070227,3.0782,27.339,35.7,137.21,,,24.38,32.1,74.45,
20070228,3.075,27.4222,36.6,143.48,,,24.29,33.07,75.59,
20070301,3.2398,27.6794,36.4,140.16,,,25,33.96,74.24,
20070302,3.1919,27.1515,36.7,133.8,,,25,32.32,73.81,
20070305,3.1977,26.629,37.3,132.37,,,24.43,32.82,73,
20070306,3.1872,27.6035,35.9,131.53,,,24.54,33.46,75.15,
20070307,3.2196,26.662,35.6,127.62,,,24.1,33.4,74.73,
20070308,3.2008,27.7796,35.9,128.18,,,24.79,32.66,74.45,
20070309,3.289,28.3721,35.9,135.48,,,23.92,33.62,72.22,
20070312,3.2116,27.6885,36.8,135.49,,,24.31,33.44,72.99,
20070313,3.2005,28.1025,35.7,132.83,,,23.71,32.7328,72.1,
20070314,3.319,28.0363,35.6,134.36,,,24.1,32.45,72.63,
20070315,3.2476,27.9787,41.18,132.34,,,23.78,33.3,70.48,
20070316,3.255,28.3839,36.6,134.42,,,24.03,33.4,70.3,
20070319,3.2624,29.6115,35.7,131.58,,,23.22,32.89,72.19,
20070320,3.3807,28.5498,36,137.73,,,23.76,32.71,72.26,
20070321,3.4863,28.8001,37.3,139.84,,,24.04,33.2,75.95,
20070322,3.47,29.4921,36.4,136.3,,,23.57,32.28,72.8,
20070323,3.44,28.7189,37.1,136.48,,,23.62,32.86,72.29,
20070326,3.4412,30.263,37,132.31,,,23.68,31.8,75.05,
20070327,3.4984,30.268,36.1,129.46,,,22.76,31.27,73.89,
20070328,3.48,29.9568,36.9,133,,,22.54,30.56,71.84,
20070329,3.3644,30.3234,35.9,129.21,,,23.29,31.18,75.26,
20070330,3.3399,29.6178,36.5,134.61,,,22.85,30.3,74.12,
20070402,3.4378,29.7004,38.85,132,,,22.6,30.25,74.12,
20070403,3.382,29.5553,39.19,136.89,,,23.37,30.6,71.88,
20070404,3.4988,29.4393,36.5,135.77,,,23.3,30.66,72.62,
20070405,3.4697,30.5125,35.7,135.95,,,24,30.7,76.39,
20070409,3.3843,29.666,37,130.5,,,23.94,29.35,72.76,
20070410,3.4987,31.1265,36.3,133.52,,,23.25,30.09,76.44,
20070411,3.3566,30.1962,36.6,131.13,,,23.37,29.87,73.4,
20070412,3.4403,30.0743,36.6,129.84,,,23.74,30.33,72.2,
20070413,3.2819,29.7761,35.4,132.97,,,24.09,30.16,73.3,
20070416,3.3629,29.4974,36.6,132.68,,,24.18,30.04,74.56,
20070417,3.3393,30.2563,36.1,129.37,,,23.55,29.3,76.01,
20070418,3.2734,29.9009,35.9,134.33,,,24.19,31.68,75.94,
20070419,3.317,30.9181,36.6,131.6,,,23.97,31.79,78.71,
20070420,3.289,30.4832,36.5,136.09,,,23.5,31.69,79.61,
20070423,3.3456,31.0073,36.4,136.51,,,23.85,32,77.42,
20070424,3.42,31.8526,35.5,131.29,,,24.1,33.66,75.42,
20070425,3.5474,31.8152,37,131.72,,,24.23,33.36,74.98,
20070426,3.58,31.599,35.7,134.93,,,24.81,33.34,76.04,
20070427,3.6445,32.2931,36.6,133.16,,,24.14,32.49,77.55,
20070430,3.5879,31.742,36.6,134.49,,,24.63,32.14,77.5,
20070501,3.574,31.9862,36.7,130.07,,,24,32.74,76.44,
20070502,3.708,32.5771,35.5,131.94,,,24.46,33.17,74.87,
20070503,3.6402,31.6593,36.2,130.88,,,24.6,32.8,76.35,
20070504,3.6108,32.7369,36.3,128,,,24.9,33.05,76.47,
20070507,3.7885,32.3549,37,127.8,,,24.09,33.5,76.4,
20070508,3.8673,32.696,36.2,128.4,,,24.1,33.27,78.59,
20070509,3.944,31.8669,35.9,130.93,,,24.9,33.01,77.02,
20070510,3.8901,32.4817,35.8,130.28,,,23.44,33.05,76.76,
20070511,4.0769,31.3878,36.9,131.73,,,24.12,33.36,76.08,
20070514,4.0421,32.84,35.9,128.94,,,24.13,32.55,75.5,
20070515,4.03,31.7649,37.1,129.82,,,24.8,32.34,76.37,
20070516,3.8336,32.62,36.9,124.22,,,23.92,33.49,77.35,
20070517,3.9946,31.3887,37,121.4,,,24.65,31.68,75.36,
20070518,4.0799,32.3033,36.2,120.81,,,24.58,32.76,76.59,
20070521,4.1156,32.7525,36.2,125.22,,,25.55,32.73,75.33,
20070522,4.16,31.0589,36,128.11,,,25.35,32.27,76.22,
20070523,4.0774,32.099,35.6,126.86,,,25.2,32.19,76.93,
20070524,4.1256,31.077,36.7,119.51,,,24.98,31.04,73.58,
20070525,4.0689,32.29,35.7,124.3,,,25.04,31.49,76.6,
20070529,4.2502,30.9079,35.8,130.33,,,25.63,30.9,75.7,
20070530,4.4251,31.159,36.3,130,,,24.94,30.76,77.74,
20070531,4.397,31.3163,36,130.07,,,24.99,31.42,75.7,
20070601,4.2913,32.1941,35.5,130,,,24.54,31.78,75.83,
20070604,4.4009,31.5103,35.9,129.3,,,24.62,31.87,75.2,
20070605,4.452,31.7848,35.9,128.23,,,25.09,31.2,73.67,
20070606,4.4792,31.6364,37,122.46,,,24,31.36,75.15,
20070607,4.542,30.8235,36.1,121.98,,,23.88,30.7,72.77,
20070608,4.6662,30.8615,36.9,121.55,,,24.86,32.99,73.79,
20070611,4.3884,30.4673,35.9,121.91,,,24.7,32.31,76.06,
20070612,4.3953,30.6886,37,118.96,,,24.02,31.21,74.94,
20070613,4.2618,31.1702,35.6,122.32,,,24.4,32.3,75.64,
20070614,4.2469,31.5511,35.6,122.4,,,24.18,32.36,75.2,
20070615,4.4929,32.8346,35.9,123.85,,,23.85,33.58,75.95,
20070618,4.4904,31.695,36.6,121.77,,,24,33.95,76.92,
20070619,4.5768,32.8076,36.5,124.9,,,22.9,33.86,75.65,
20070620,4.5568,31.75,36.2,118.42,,,22.46,33.96,74.9,
20070621,4.535,32.4241,35.4,118.37,,,22.98,34.65,74.3,
20070622,4.5991,31.4649,36.7,120.2,,,21.6,33.98,72.14,
20070625,4.425,30.6212,35.8,120.05,,,22.53,33.6,73.66,
20070626,4.3696,30.9572,36.9,117.33,,,22.82,33.54,71.46,
20070627,4.5237,31.8155,36.2,121.75,,,22.62,34.06,74.54,
20070628,4.3224,31.7106,35.5,122.13,,,22.8,34.8,75.73,
20070629,4.554,31.5846,36.9,119.8,,,22.53,33.86,72.68,
20070702,4.4692,32.1959,35.5,123.05,,,23.3,33.55,75.85,
20070703,4.6255,32.376,35.9,120.81,,,22.53,33.43,74.26,
20070705,4.7946,31.6824,35.7,125.2,,,22.4,35.34,76,
20070706,4.893,32.3549,35.4,122.41,,,23.3,34.66,76.39,
20070709,4.853,31.7071,36,124.6,,,22.45,35.38,74.52,
20070710,4.782,31.3276,36.6,120.01,,,22.28,35.21,73.9,
20070711,4.8757,32.4127,36.6,119.57,,,22.05,34.74,71.8,
20070712,4.8906,32.4504,36.6,118.23,,,23.37,35.4,76.39,
20070713,5.0176,32.8721,36.4,120.81,,,22.64,35.79,76.46,
20070716,5.1025,33.2061,35.7,125.33,,,22.74,35.64,74.54,
20070717,5.1305,32.6485,36.6,124.99,,,23.39,36,74.82,
20070718,4.987,32.3406,36.2,120.8,,,22.95,35.67,76.76,
20070719,5,31.6955,36.4,122.27,,,22.7,36.12,73.86,
20070720,5.2411,30.2061,35.8,122.22,,,22.4,36.15,73.7,
20070723,5.3503,31.9986,36.9,117.14,,,22.19,34.07,73.48,
20070724,4.8384,30.2846,36.4,117.86,,,21.4,34.19,71.99,
20070725,4.9537,29.5457,36.7,116.13,,,21.8,35.42,71.75,
20070726,5.2763,29.9,36.2,113.95,,,21.83,33.28,67.21,
20070727,5.3166,29.7036,36.2,108.18,,,21.6,32.67,67.89,
20070730,5.1766,29.48,35.3,109.5,,,21.39,32.84,70.5,
20070731,4.7343,28.7579,35.9,112.26,,,21.51,32.8,68.03,
20070801,4.8367,28.6085,36.3,112.85,,,22.04,32.71,69.17,
20070802,5.0074,30.3823,35.6,110.7,,,22.04,33.64,67.71,
20070803,4.7942,29.1194,36.4,110.36,,,21.06,31.2,66.64,
20070806,5.0382,30.6681,35.8,111.9,,,20.65,32.82,70.4,
20070807,4.9419,29.5419,35.6,113.2,,,21.39,32.44,71.9,
20070808,4.8747,30.7185,35.4,115.21,,,21.09,31.8,74.78,
20070809,4.6584,29.0787,35.8,117.85,,,20.95,31,70.89,
20070810,4.4999,29.2018,36.4,115.5,,,20,31.88,73.88,
20070813,4.6392,29.2852,35.7,109.38,,,20.49,31.81,71.4,
20070814,4.5488,28.7062,35.6,110.5,,,19.53,30.9,68.85,
20070815,4.3122,29.1235,36.4,107.04,,,19.5,30.12,69.4,
20070816,4.2173,28.9012,36.4,106.57,,,20.29,31.06,75.12,
20070817,4.3723,28.5962,36.4,111.6,,,20.7,31.05,74.12,
20070820,4.424,28.2069,35.5,113.7,,,20.74,31.48,74.17,
20070821,4.6171,27.529,35.7,119.65,,,20.8,31.4,75.72,
20070822,4.8833,28.7131,36.1,116.48,,,21.2,31.51,73,
20070823,4.8159,29.2965,35.4,118.99,,,21.1,32.63,72.88,
20070824,4.8491,29.0258,35.8,116.43,,,21.59,32.79,73.29,
20070827,4.8784,28.74,36.8,116.33,,,20.83,31.94,71.75,
20070828,4.6539,28.6423,35.3,114.43,,,20.75,29.55,71.02,
20070829,4.8621,29.3891,36.5,113.31,,,20.64,31.21,70.82,
20070830,5.082,30.053,36.2,114.57,,,20.59,30.47,71.73,
20070831,5.1812,30.7108,35.8,118.44,,,20.5,30.25,71.94,
20070904,5.326,30.44,35.6,122.91,,,21.21,31.82,71.12,
20070905,5.0288,29.506,36.2,115.85,,,20.12,30.7,71.9,
20070906,4.9591,30.4724,36.9,115.65,,,20.29,31.45,71.12,
20070907,4.7262,28.8017,35.6,117.4,,,20,31.41,69.55,
20070910,5.0685,29.6011,35.5,114.57,,,19.96,30.73,70.63,
20070911,4.9609,30.6823,35.2,114.34,,,19.9,30.59,72.21,
20070912,5.1047,30.1617,35.39,117.99,,,19.53,30.39,71.42,
20070913,5,30.127,35.3,117.6,,,19.87,30.52,71.09,
20070914,4.9975,30.3217,36,118.9,,,20.22,30.13,70.17,
20070917,4.9491,30.3909,35.6,120.27,,,20.48,29.46,70.09,
20070918,5.1138,31.258,36.6,120.2,,,20.07,30.16,75.37,
20070919,5.2148,31.878,35.3,120.32,,,21,31.17,73.33,
20070920,5.1927,31.3404,36.6,119.6,,,20.06,30.49,73.97,
20070921,5.3848,31.4009,35.7,119.3,,,20.22,30.76,71.62,
20070924,5.3033,30.9469,35.2,122,,,19.48,30,70.37,
20070925,5.7254,31.1999,36.7,121.21,,,19.92,28.71,72.43,
20070926,5.6952,30.3101,36.1,118.8,,,19.79,29.35,71.85,
20070927,5.5949,31.8856,35.3,120.62,,,19.61,30.34,72.13,
20070928,5.613,31.3364,35.3,122.73,,,19.86,29.79,68.4,
20071001,5.7312,32.1539,35.7,123.58,,,20.23,29.33,70.7,
20071002,5.8187,32.2007,35.9,128.7,,,20.08,29.76,71.54,
20071003,5.69,30.7353,35.6,127.3,,,20.47,29.43,70.04,
20071004,5.68,31.4231,36.35,129.72,,,20.37,30.37,74.08,
20071005,5.966,30.7622,36.02,128.02,,,20.78,30.18,74.68,
20071008,6.0527,30.945,35.72,131.63,,,20.47,30.36,73.72,
20071009,6.206,30.9506,35.55,127.4,,,20.28,29.44,73.66,
20071010,6.1316,31.4076,35.96,130.76,,,20.04,28.91,71.53,
20071011,6.0459,31.031,35.18,126.34,,,19.98,28.92,71.43,
20071012,6.0061,31.6465,35.67,128.7,,,19.86,29.22,73.55,
20071015,6.1601,31.5503,36.23,124.94,,,20.08,30.07,70.76,
20071016,6.3074,31.2688,36.23,119.78,,,19.13,30,66.27,
20071017,6.1982,30.4687,36.4,120.74,,,18.85,30.63,68.68,
20071018,6.4423,32.4506,36.55,121.53,,,19.24,30.32,70.78,
20071019,6.2519,32.8723,36.4,115,,,19.02,27.99,69.46,
20071022,6.3256,32.18,36.94,119.27,,,19.31,27.93,69.3,
20071023,6.7955,33.3648,37.22,123.03,,,19.2,28.51,70.02,
20071024,6.8336,33.6855,38.1,122,,,19.6,28.84,70.13,
20071025,6.5874,33.6055,36.9,122.6,,,19.5,28.01,71.84,
20071026,6.8494,33.6051,37.46,128.23,,,19.64,27.84,75.7,
20071029,6.9123,33.309,37.24,125.31,,,19.58,27.71,72.32,
20071030,6.936,34.3114,38.08,125.64,,,20.05,27.14,72.47,
20071031,7.055,32.708,37.27,128.13,,,19.73,27.4,73.03,
20071101,6.9815,33.834,36.92,117,,,19.11,27.79,72.078,
20071102,6.8874,32.2227,38.04,117.1,,,19.38,27.19,69.41,
20071105,6.8215,32.3248,37.22,112.88,,,19.56,26.5,71.15,
20071106,7.1333,32.912,37.55,109.46,,,19.12,25.84,72.17,
20071107,6.7288,32.9254,38.03,108.35,,,18.76,26.3,67.77,
20071108,6.4553,33.2413,38.22,106,,,19.02,24.96,70.28,
20071109,6.0446,31.9998,36.36,104.52,,,18.9,24.32,70.61,
20071112,5.6411,31.5386,36.51,104.6,,,19.04,23.9,71.49,
20071113,6.14,32.2976,36.4,109.83,,,19,26.09,74.75,
20071114,6.0006,32.6327,37.22,110.06,,,21.1,25,72.17,
20071115,6.0233,31.9999,36.89,109.3,,,20.46,25.1,70.43,
20071116,6.0217,32.8707,38,105.33,,,21.05,25.6,70.98,
20071119,5.8597,31.9333,37.97,107.1,,,20.67,25.3,70,
20071120,6.184,32.205,34.65,103.34,,,20.32,24.46,71.67,
20071121,6.2273,31.2741,37.47,106.61,,,20.49,24.66,69.82,
20071122,6.2369,30.8219,36.82,102.32,,,20.63,24.38,70.99,
20071123,6.1608,32.3941,37.6,108.4,,,21.15,24.12,72.29,
20071126,6.2517,31.3871,37.79,103.4,,,20.39,25.09,69.99,
20071127,6.4894,32.5639,37.36,100.98,,,20.17,24.8,70.15,
20071128,6.738,33.4029,37.89,106.61,,,21.28,25.28,74.8,
20071129,6.6506,31.906,37.85,102.74,,,20.92,24.7,74.29,
20071130,6.8128,32.8435,36.69,108.15,,,21.27,23.52,74.46,
20071203,6.4676,33.2624,37.36,101.84,,,21.43,23.33,76.21,
20071204,6.6484,33.301,37.26,101.65,,,19.76,23.45,73.74,
20071205,6.911,34.0251,38.44,105.81,,,20.15,25.01,74.61,
20071206,6.904,32.5818,38.32,108.78,,,20.6,25,75.4,
20071207,7.029,33.5993,37.81,110.07,,,20.6,25.8,77.03,
20071210,7.251,34.2571,38.43,109.96,,,21.61,25.12,76.94,
20071211,7.0473,32.992,37.08,102.36,,,20.61,26.03,73.3,
20071212,6.8334,32.473,38.63,105.15,,,20.44,26.37,70.02,
20071213,6.9049,32.8421,38,103.97,,,19.8,25.86,67.46,
20071214,6.9606,32.7665,37.01,99.5,,,19.18,,66.89,
20071217,6.7339,32.4228,37.01,100.85,,,19.26,25.6,66.12,
20071218,6.667,32.9417,37.51,102.9,,,18.92,25.5,64.9,
20071219,6.77,32.2992,37.9,101.42,,,18.87,25.37,67.6,
20071220,6.8946,32.9581,37.9,101.18,,,18.2,,67.49,
20071221,7.0627,33.3832,36.72,99.9,,,18.47,,67.05,
20071224,7.1,33.689,36.77,104.52,,,18,,67.75,
20071226,7.1532,32.957,37.95,101.71,,,17.61,,69.94,
20071227,7.1542,32.5788,36.22,98.3,,,18.05,,67.24,
20071228,7.1555,33.2191,37.1,95.89,,,17.63,,66.13,
20071231,7.2537,31.9325,37.21,100.48,,,18.04,,66.92,
20080102,7.1009,32.7315,36.6,98.1,,,16.98,,67.03,
20080103,7.0276,32.3091,35.1,94,,,17.5,,67,
20080104,6.5533,32.5556,35.4,91.3,,,16.79,,64.24,
20080107,6.6234,32.9033,36.36,91.36,,,16.75,25.49,66.03,
20080108,6.1329,33.9962,35.6,91.1,,,16,24.35,62.48,
20080109,6.6092,35.754,35.08,92.05,,,16.53,24.05,64.7,
20080110,6.5235,34.745,35.14,92.93,,,16.76,23.7,64.32,
20080111,6.2855,34.822,33.93,94.69,,,16.2,23.85,64.79,
20080114,6.397,35.9112,34.98,92.73,,,17.02,24.25,64,
20080115,6.097,35.9619,33.41,91.75,,,16.47,22.84,61.69,
20080116,5.718,35.4,32.94,92.54,,,16.5,24.44,61.06,
20080117,5.8911,35.1754,32.89,93.07,,,16.08,21.1,58.64,
20080118,5.8592,34.736,32.41,93.02,,,16.33,20.07,57.87,
20080122,5.8283,34.1223,32,93.37,,,17.3,18.37,59.83,
20080123,5.1884,34.4874,32.9,101.29,,,18.63,19.59,63,
20080124,4.9082,34.1901,33.06,99.6,,,18.56,19.51,64.52,
20080125,4.7826,34.0182,31.38,101.15,,,16.83,19.62,61.12,
20080128,4.772,34.6367,32.95,104.56,,,17.75,18.8,64.3,
20080129,4.8582,34.443,31.99,101.77,,,18.6,18.59,67.03,
20080130,4.924,33.0022,32.78,105.4,,,18.72,18.78,64.05,
20080131,4.937,33.7322,31.65,106.51,,,19.24,19.98,66.8,
20080201,4.7974,34.31,33.78,109.11,,,19.3,17.72,68.13,
20080204,4.7068,34.9268,32.31,107.74,,,19.32,17.81,67,
20080205,4.79,33.4063,32.63,102.1,,,18.77,18.28,65.29,
20080206,4.4073,33.9207,32.18,102.56,,,19.11,18.94,63.88,
20080207,4.52,34.22,32.36,111.83,,,18.69,18.2,65.22,
20080208,4.5875,33.3862,31.88,106.84,,,18.6,18.67,64.41,
20080211,4.8338,34.4145,31.81,105.7,,,18.76,18.51,64.63,
20080212,4.5195,34.238,32.03,110.7,,,18.6,18.7,64.79,
20080213,4.7059,34.1848,32.94,111.01,,,18.53,18.85,66.12,
20080214,4.7229,33.9979,32.73,108.25,,,17.82,18.87,64.67,
20080215,4.5402,32.3632,34.3,106.84,,,17.7,19,63.69,
20080219,4.4403,34.0701,33.04,108.95,,,17.24,19.36,62.69,
20080220,4.6412,33.3708,33.58,107.62,,,17.79,18.93,65.24,
20080221,4.5507,34.0801,33,110.09,,,17.63,19.03,63.69,
20080222,4.3471,32.7991,33.36,109.77,,,17.83,19.24,65.42,
20080225,4.4681,33.6085,32.78,110.06,,,17.49,19.25,64.28,
20080226,4.315,34.065,34.66,109.8,,,18.1,19.04,66.41,
20080227,4.4053,33.6587,32.95,112.25,,,18.3,19.18,66.5,
20080228,4.8543,33.0449,32.95,111,,,17.4,18.92,65.6,
20080229,4.548,33.0067,32.58,106.63,,,17.4,18.96,64.41,
20080303,4.52,32.1715,32.42,111.04,,,17.24,18.38,62.49,
20080304,4.556,32.6416,32.23,110.19,,,17.4,18.78,63,
20080305,4.5527,32.2721,32.4,112.4,,,16.43,19.5,60.12,
20080306,4.446,32.0316,33.28,104.46,,,15.99,19.02,59.69,
20080307,4.4637,32.3897,32.93,107.65,,,16.18,19.1,59.42,
20080310,4.4358,31.053,32.29,105.6,,,15.89,18.53,58.65,
20080311,4.5565,32.0315,32.6,110.7,,,15.84,18,64.09,
20080312,4.5593,32.66,33.74,110.62,,,15.55,18.78,63.31,
20080313,4.6826,31.1785,33.61,111.74,,,15.86,18.51,64.7,
20080314,4.7227,32.0288,32.85,107.53,,,15.42,18,63.27,
20080317,4.714,31.2839,32.1,111.74,,,15.03,17.83,64.2,
20080318,4.804,32.5567,33,114.66,,,15.59,18.1,66.4,
20080319,4.8167,32.4684,33.93,113.02,,,15.99,18.24,66.3,
20080320,4.9366,33.0602,34.41,118,,,15.68,18,68.22,
20080324,5.0426,32.3833,33.86,117.04,,,16.57,19.19,69.03,
20080325,5.231,33.0992,34.52,117.18,,,16.58,20.8,69.43,
20080326,5.3437,32.2346,34.51,116.79,,,15.63,20,66.98,
20080327,5.2271,32.0202,34.49,117,,,15.49,20.09,69.95,
20080328,5.1917,31.7182,34.27,116.29,,,15.14,21.18,67.21,
20080331,5.324,31.6566,35.5,116.34,,,15.71,21.14,65.64,
20080401,5.3898,33.3581,36.17,124.54,,,16.5,20.61,72.07,
20080402,5.5308,32.9552,34.82,117.88,,,16.57,20.39,70.13,
20080403,5.5543,33.7359,34.66,124.95,,,16.6,20.74,70.2,
20080404,5.6648,32.75,34.42,119.33,,,16.46,21.1,70.79,
20080407,5.7445,33.9012,34.75,119.11,,,15.8,20.62,68.34,
20080408,5.6281,33.3171,34.93,121.3,,,16.18,19.78,69.08,
20080409,5.5081,34.0901,33.93,114.93,,,16.19,19.46,67.96,
20080410,5.7147,34.1807,33.64,112.51,,,15.86,20.64,66.4,
20080411,5.273,33.7061,34.67,115.89,,,15.34,20.28,65.48,
20080414,5.3488,33.1173,34.43,115.8,,,14.6,20.74,63.44,
20080415,5.4069,33.5651,35.35,116.99,,,14.7,20.38,64.98,
20080416,5.5656,33.1835,34.66,118.94,,,14.45,20.24,67.68,
20080417,5.6395,34.0662,35.43,123.31,,,16.62,20.5,67.32,
20080418,5.8166,34.7887,36.74,117.42,,,17.4,21.2709,67.7,
20080421,6.2813,33.7645,36.26,120.11,,,16.57,20.07,67.86,
20080422,5.9707,33.2929,34.61,115.98,,,16.78,19.56,68.98,
20080423,5.8688,33.845,34.98,121.2,,,16.6,20.6,67.28,
20080424,6.0796,33.8378,34.72,126.22,,,17.38,20.41,68.81,
20080425,6.2535,34.683,36.31,123.17,,,17.13,20.8,73.09,
20080428,6.2442,34.51,35.05,121.47,,,17.35,21,70.6,
20080429,6.4157,34.5045,36.2,122.51,,,16.95,22.08,69.94,
20080430,6.4251,35.447,35.3,121,,,17.2,21.49,72.71,
20080501,6.5778,34.7126,36.9,122.87,,,17.93,21.98,72.15,
20080502,6.5589,34.7317,36.52,125.32,,,17.56,21,72.85,
20080505,6.895,35.4026,35.35,119.44,,,16.99,20.55,70.66,
20080506,6.6873,34.484,37.3,120.9,,,16.82,20.46,70.64,
20080507,6.8264,33.4614,35.42,120.12,,,16.93,20.56,69.28,
20080508,6.7637,34.8987,35.84,116.38,,,16.27,21.21,69.44,
20080509,6.7547,34.3146,36.4,118,,,17.04,21.34,67.16,
20080512,6.92,34.072,36.87,125.46,,,16.96,22.29,70.22,
20080513,6.9559,33.565,36.53,122.77,,,16.66,21.8,70.84,
20080514,6.7729,34.373,37.33,125.36,,,16.87,22.61,70.01,
20080515,6.8885,34.3064,36.42,126.2,,,17.54,23.36,72.35,
20080516,6.9789,34.5598,37.38,123.25,,,18.3,23.03,70.56,
20080519,6.6773,33.9877,34.9,122.68,,,18.37,23,68.39,
20080520,6.8221,34.2094,33.21,120.28,,,18.08,22.32,69.02,
20080521,6.4981,33.9111,33.1,120.9,,,18.47,21.8,68.55,
20080522,6.5559,33.5402,34.1,119.19,,,18.8,21.28,68.92,
20080523,6.5088,34.3767,33.52,122.03,,,18.65,21.73,66.84,
20080527,6.8845,34.3803,34.51,118.86,,,19.52,21.12,67.75,
20080528,6.7821,33.5943,33.2,119.84,,,19.2,21.58,66.3,
20080529,6.8608,34.1487,33.46,122.4,,,19.74,,66.87,
20080530,6.7878,33.668,33.53,124.93,,,19.2,,67.12,
20080602,6.9278,33.7791,34.61,121.32,,,20,,63.48,
20080603,6.7762,34.827,34.1,119.73,,,19.7,,64.24,
20080604,6.6704,34.048,35.17,122.37,,,19.9,,62.41,
20080605,7.0669,35.1398,34.2,127.25,,,20.18,24.7,66.09,
20080606,6.65,33.23,33.56,126.12,,,18.7,24,62.01,
20080609,6.728,34.0095,33.11,116.99,,,18.81,22.24,60.48,
20080610,6.7,34.4503,33.62,116.51,,,19.43,21.33,62.35,
20080611,6.6237,33.5526,34.48,117,,,18.5,22.1,61.04,
20080612,6.2952,33.7814,34.9,117.69,,,18.29,22.41,61.21,
20080613,6.3127,35.322,35.69,118.35,,,18,22.4,62.23,
20080616,6.4921,33.768,34.8,123.57,,,18.29,23.6,63.4,
20080617,6.6601,34.3725,34.02,116.38,,,18.08,23.14,59.04,
20080618,6.6887,34.862,33.92,119.78,,,18.22,22.23,59.79,
20080619,6.6448,35.573,34.78,121.4,,,18.72,22.5,58.74,
20080620,6.3762,35.1785,34.05,118.16,,,18.49,22.08,58.93,
20080623,6.3829,35.0747,33.88,112.19,,,17.82,21.79,56.72,
20080624,6.2231,34.1681,34.89,111.1,,,18.12,21.71,59.45,
20080625,6.3769,34.448,33.8,112.07,,,18.2,21.99,59.41,
20080626,6.1586,34.7984,33.64,112.82,,,18.3,21.24,59.41,
20080627,6.1559,34.8957,32.41,109.67,,,18.07,21,59,
20080630,6.12,34.8157,34.45,108.5,,,17.47,22.03,59.8,
20080701,6.2896,35.198,35.1,109.37,,,17,20.47,59.71,
20080702,6.1028,36.2078,34.39,110.25,,,15.67,20.1,59.09,
20080703,6.2316,35.6833,36.07,109.15,,,14.86,19.42,56.48,
20080707,6.5537,35.491,34.98,109.9,,,14.9,18.26,56.22,
20080708,6.5276,36.1176,35.19,119.1,,,15.32,19.2,61.12,
20080709,6.281,36.3742,36.46,106.38,,,14.96,19.1,56.96,
20080710,6.4814,36.0567,35.49,110.98,,,15.2,19.2,58.26,
20080711,6.2007,36.7375,36.44,107.81,,,14.91,19.2,58.24,
20080714,6.34,36.6436,35.2,106.14,,,14.57,19.01,53.46,
